"","game_str","play_id","ball_end_x","ball_end_y","player_position","field_pitch_x","field_pitch_y","airTime","year","success","distance","angle","Direction","Back","player","teamGame"
"36","1901_01_TeamLG_TeamA3",230,-58.1412,282.4758,9,131.0235,252.3069,4,1901,"0",191.555334703318,71.62,"Side","0","1851","A3"
"37","1901_01_TeamLG_TeamA3",250,-71.1768,289.2399,8,14.0658,301.2492,6.45,1901,"1",86.0844012655603,79.31,"Side","0","2320","A3"
"38","1901_02_TeamLG_TeamA3",15,71.9334,186.5514,7,-99.9279,278.3316,2.55,1901,"0",194.833035057533,42.15,"In","0","9871","A3"
"39","1901_02_TeamLG_TeamA3",15,71.9334,186.5514,8,16.3833,320.139,2.55,1901,"0",144.677090390186,25.51,"In","0","7927","A3"
"40","1901_02_TeamLG_TeamA3",15,71.9334,186.5514,9,128.2908,245.9193,2.55,1901,"0",81.8578284904382,15.96,"In","0","5626","A3"
"41","1901_02_TeamLG_TeamA3",27,-32.4024,38.9649,7,-120.5991,230.0436,0.8,1901,"0",210.451247286824,2.89,"In","0","9871","A3"
"42","1901_02_TeamLG_TeamA3",27,-32.4024,38.9649,8,-16.5546,303.246,0.8,1901,"0",264.75583578469,6.56,"In","0","7927","A3"
"43","1901_02_TeamLG_TeamA3",27,-32.4024,38.9649,9,107.0676,263.4687,0.8,1901,"0",264.29876487498,9.73,"In","0","5626","A3"
"44","1901_02_TeamLG_TeamA3",38,-160.1001,186.2679,7,-122.5143,238.7565,7.05,1901,"1",64.5580784379461,62.77,"Side","0","1923","A3"
"45","1901_02_TeamLG_TeamA3",42,-56.0925,232.4349,7,-124.2372,229.7427,2.8,1901,"0",68.1978597826207,63.86,"Side","0","1923","A3"
"46","1901_02_TeamLG_TeamA3",42,-56.0925,232.4349,8,-20.205,326.289,2.8,1901,"0",100.481365153246,24.47,"In","0","2320","A3"
"47","1901_02_TeamLG_TeamA3",42,-56.0925,232.4349,9,102.3384,266.3133,2.8,1901,"0",162.012641671476,56.91,"Side","0","1119","A3"
"48","1901_02_TeamLG_TeamA3",49,-30.4812,181.8972,7,-109.5183,257.4876,2.25,1901,"0",109.3653132788,23.24,"In","0","9871","A3"
"49","1901_02_TeamLG_TeamA3",49,-30.4812,181.8972,8,10.8189,318.672,2.25,1901,"0",142.874225019945,14.86,"In","0","7927","A3"
"50","1901_02_TeamLG_TeamA3",49,-30.4812,181.8972,9,120.786,239.3907,2.25,1901,"0",161.824807548441,42.42,"In","0","5626","A3"
"51","1901_02_TeamLG_TeamA3",75,149.1603,215.397,9,123.0375,259.9014,4.95,1901,"1",51.6046732302415,55.74,"Side","0","1119","A3"
"52","1901_02_TeamLG_TeamA3",78,22.80171,293.3364,8,14.625,319.125,3.2,1901,"1",27.0538440223215,20.22,"In","0","2320","A3"
"53","1901_02_TeamLG_TeamA3",104,-33.2778,177.3993,7,-105.1449,264.153,2.05,1901,"0",112.654713732271,17.93,"In","0","9871","A3"
"54","1901_02_TeamLG_TeamA3",104,-33.2778,177.3993,8,8.772,317.82,2.05,1901,"0",146.581576838735,15.09,"In","0","7927","A3"
"55","1901_02_TeamLG_TeamA3",104,-33.2778,177.3993,9,123.6282,240.5352,2.05,1901,"0",169.132003786421,40.88,"In","0","5626","A3"
"56","1901_02_TeamLG_TeamA3",148,170.1093,245.976,7,-102.2472,260.0202,4.05,1901,"0",272.718357735393,65.58,"Side","0","1923","A3"
"57","1901_02_TeamLG_TeamA3",148,170.1093,245.976,8,14.631,323.487,4.05,1901,"0",173.728111979294,66.09,"Side","0","2320","A3"
"58","1901_02_TeamLG_TeamA3",148,170.1093,245.976,9,121.2099,236.6838,4.05,1901,"0",49.7744543033874,127.88,"Side","0","1119","A3"
"59","1901_02_TeamLG_TeamA3",167,-17.69826,224.1117,7,-125.262,242.4465,2.65,1901,"0",109.115182508337,53,"Side","0","1923","A3"
"60","1901_02_TeamLG_TeamA3",167,-17.69826,224.1117,8,-10.284,298.155,2.65,1901,"0",74.4135842856504,7.69,"In","0","2320","A3"
"61","1901_02_TeamLG_TeamA3",167,-17.69826,224.1117,9,121.1286,261.6657,2.65,1901,"0",143.816549720328,50.02,"Side","0","1119","A3"
"62","1901_02_TeamLG_TeamA3",168,-110.565,222.4296,7,-124.1805,239.9928,2.65,1901,"0",22.2226873822677,10.43,"In","0","9871","A3"
"63","1901_02_TeamLG_TeamA3",168,-110.565,222.4296,8,-12.1191,306.06,2.65,1901,"0",129.172903625219,51.92,"Side","0","7927","A3"
"64","1901_02_TeamLG_TeamA3",168,-110.565,222.4296,9,124.4631,247.9581,2.65,1901,"0",236.410473756684,57.15,"Side","0","5626","A3"
"65","1901_02_TeamLG_TeamA3",198,-170.3877,228.6369,7,-122.4534,242.7165,5.1,1901,"1",49.9593059664563,100.4,"Side","0","9871","A3"
"66","1901_02_TeamLG_TeamA3",245,-154.632,283.3977,7,-128.1729,237.5412,4,1901,"0",52.9424457789777,178.37,"Back","1","1119","A3"
"67","1901_02_TeamLG_TeamA3",245,-154.632,283.3977,8,-12.7758,296.4864,4,1901,"0",142.458750331912,87.2,"Side","0","2320","A3"
"68","1901_02_TeamLG_TeamA3",245,-154.632,283.3977,9,126.5526,246.4869,4,1901,"0",283.596873103002,70.3,"Side","0","1721","A3"
"69","1901_02_TeamLG_TeamA3",251,86.9307,204.4848,7,-122.0748,233.0781,3.4,1901,"0",210.952307015448,54.57,"Side","0","1119","A3"
"70","1901_02_TeamLG_TeamA3",251,86.9307,204.4848,8,-14.6343,287.5533,3.4,1901,"0",131.209088546678,47.81,"Side","0","2320","A3"
"71","1901_02_TeamLG_TeamA3",251,86.9307,204.4848,9,124.4889,258.3939,3.4,1901,"0",65.7024310817339,9.14,"In","0","1721","A3"
"72","1901_02_TeamLG_TeamA3",256,-7.07736,68.5614,7,-111.6381,245.3637,1.05,1901,"0",205.406917202507,6.13,"In","0","5626","A3"
"73","1901_02_TeamLG_TeamA3",256,-7.07736,68.5614,8,-11.1123,321.84,1.05,1901,"0",253.310737946033,1.06,"In","0","9871","A3"
"74","1901_02_TeamLG_TeamA3",256,-7.07736,68.5614,9,132.6747,256.9215,1.05,1901,"0",234.542460007252,9.26,"In","0","7927","A3"
"75","1901_02_TeamLG_TeamA3",268,15.05802,53.3025,7,-108.9036,234.3504,1,1901,"0",219.41929114696,9.47,"In","0","1119","A3"
"76","1901_02_TeamLG_TeamA3",268,15.05802,53.3025,8,6.7356,312.213,1,1901,"0",259.044223415436,3.08,"In","0","2320","A3"
"77","1901_02_TeamLG_TeamA3",268,15.05802,53.3025,9,114.1821,248.1462,1,1901,"0",218.608441432476,2.26,"In","0","1721","A3"
"78","1901_02_TeamLG_TeamA3",272,100.1076,187.5453,9,100.3416,237.1929,5.75,1901,"1",49.6481514435331,22.66,"In","0","7927","A3"
"79","1901_03_TeamLG_TeamA3",14,85.9653,361.02,8,20.2917,316.344,5.5,1901,"1",79.4290042299411,127.9,"Side","0","9871","A3"
"80","1901_03_TeamLG_TeamA3",23,-188.2725,201.5385,7,-126.5856,242.2758,5.25,1901,"1",73.9242939966287,84.15,"Side","0","5626","A3"
"81","1901_03_TeamLG_TeamA3",25,49.4799,257.1186,7,-126.2163,225.9129,2.9,1901,"0",178.445931326354,70.88,"Side","0","1119","A3"
"82","1901_03_TeamLG_TeamA3",25,49.4799,257.1186,8,-15.7413,322.02,2.9,1901,"0",92.0108507264224,42.34,"In","0","2320","A3"
"83","1901_03_TeamLG_TeamA3",25,49.4799,257.1186,9,125.913,261.9732,2.9,1901,"0",76.5871132552337,60.7,"Side","0","1721","A3"
"84","1901_03_TeamLG_TeamA3",42,-149.7009,163.884,7,-112.2642,226.2669,5.75,1901,"1",72.7539189274365,57.36,"Side","0","5626","A3"
"85","1901_03_TeamLG_TeamA3",61,-38.7663,216.654,7,-117.6585,230.1912,2.8,1901,"0",80.0452060068559,53.19,"Side","0","1119","A3"
"86","1901_03_TeamLG_TeamA3",61,-38.7663,216.654,8,-12.4989,314.814,2.8,1901,"0",101.613787955966,17.25,"In","0","2320","A3"
"87","1901_03_TeamLG_TeamA3",61,-38.7663,216.654,9,135.9633,263.2731,2.8,1901,"0",180.841846929769,47.75,"Side","0","1721","A3"
"88","1901_03_TeamLG_TeamA3",81,-159.9165,215.2824,7,-124.1601,238.7301,4.5,1901,"1",42.7587976473848,84.22,"Side","0","5626","A3"
"89","1901_03_TeamLG_TeamA3",86,95.9637,234.402,9,126.4188,235.566,2.75,1901,"1",30.4773360386042,59.59,"Side","0","7927","A3"
"90","1901_03_TeamLG_TeamA3",97,-179.9892,174.6906,7,-125.763,239.34,6.55,1901,"1",84.3802446476662,67.71,"Side","0","5626","A3"
"91","1901_03_TeamLG_TeamA3",103,99.9618,229.0833,9,120.7932,248.9256,2.85,1901,"1",28.7691517992797,20.51,"In","0","1721","A3"
"92","1901_03_TeamLG_TeamA3",104,-77.2221,84.7515,7,-117.5121,224.1225,1.35,1901,"0",145.07777135385,11.55,"In","0","1119","A3"
"93","1901_03_TeamLG_TeamA3",104,-77.2221,84.7515,8,-14.6676,308.115,1.35,1901,"0",231.957579316779,18.37,"In","0","2320","A3"
"94","1901_03_TeamLG_TeamA3",104,-77.2221,84.7515,9,124.5834,263.9394,1.35,1901,"0",269.877311637455,23.13,"In","0","1721","A3"
"95","1901_03_TeamLG_TeamA3",118,-158.9271,173.5254,7,-125.1078,239.6385,2.65,1901,"0",74.2609388851232,54.66,"Side","0","1119","A3"
"96","1901_03_TeamLG_TeamA3",118,-158.9271,173.5254,8,-10.9494,293.145,2.65,1901,"0",190.279395630347,53.19,"Side","0","2320","A3"
"97","1901_03_TeamLG_TeamA3",118,-158.9271,173.5254,9,118.7151,242.1933,2.65,1901,"0",286.007817570167,50,"Side","0","1721","A3"
"98","1901_03_TeamLG_TeamA3",131,68.5887,331.665,9,114.5118,251.5641,5.65,1901,"1",92.3313884571222,125.7,"Side","0","1721","A3"
"99","1901_03_TeamLG_TeamA3",135,7.31415,48.1647,7,-125.9067,235.2996,0.8,1901,"0",229.711265881176,7.3,"In","0","1119","A3"
"100","1901_03_TeamLG_TeamA3",135,7.31415,48.1647,8,-17.4882,293.9562,0.8,1901,"0",247.039709435088,2.36,"In","0","2320","A3"
"101","1901_03_TeamLG_TeamA3",135,7.31415,48.1647,9,117.4773,255.8616,0.8,1901,"0",235.10406608039,3.28,"In","0","1721","A3"
"102","1901_03_TeamLG_TeamA3",141,-66.9267,122.8059,7,-123.9048,240.7056,1.5,1901,"0",130.945955033747,1.44,"In","0","1119","A3"
"103","1901_03_TeamLG_TeamA3",141,-66.9267,122.8059,8,12.8085,295.743,1.5,1901,"0",190.433564991705,22.27,"In","0","2320","A3"
"104","1901_03_TeamLG_TeamA3",141,-66.9267,122.8059,9,121.3707,246.0465,1.5,1901,"0",225.042565607309,30.54,"In","0","1721","A3"
"105","1901_03_TeamLG_TeamA3",159,-84.9009,86.3232,7,-99.1578,264.8418,1.7,1901,"0",179.086989319632,15.96,"In","0","5626","A3"
"106","1901_03_TeamLG_TeamA3",159,-84.9009,86.3232,8,14.418,322.623,1.7,1901,"0",256.323700381471,20.24,"In","0","9871","A3"
"107","1901_03_TeamLG_TeamA3",159,-84.9009,86.3232,9,144.3543,247.5069,1.7,1901,"0",280.246555505558,24.64,"In","0","7927","A3"
"108","1901_03_TeamLG_TeamA3",190,44.9274,306.339,8,11.7669,311.079,3.4,1901,"1",33.4975575266317,84.03,"Side","0","2946","A3"
"109","1901_03_TeamLG_TeamA3",203,145.494,182.5311,7,-117.3774,233.0112,2.6,1901,"0",267.674454205047,52.39,"Side","0","1721","A3"
"110","1901_03_TeamLG_TeamA3",203,145.494,182.5311,8,-11.4312,320.028,2.6,1901,"0",208.640638190766,46.73,"Side","0","2946","A3"
"111","1901_03_TeamLG_TeamA3",203,145.494,182.5311,9,134.0022,253.5093,2.6,1901,"0",71.9024779995794,37.06,"In","0","2320","A3"
"112","1901_03_TeamLG_TeamA3",215,216.9075,243.3279,9,140.0994,246.2586,5.6,1901,"1",76.8639917523153,117.45,"Side","0","2320","A3"
"113","1901_03_TeamLG_TeamA3",224,-91.3578,250.6512,7,-116.8503,233.0556,4.35,1901,"1",30.9753562628422,97.99,"Side","0","5656","A3"
"114","1901_03_TeamLG_TeamA3",232,-35.2425,300.753,8,-9.6672,298.6083,6.35,1901,"1",25.6650678584725,96.65,"Side","0","5569","A3"
"115","1901_03_TeamLG_TeamA3",238,202.3626,230.0598,7,-123.1884,241.767,3.35,1901,"0",325.76143438541,60.94,"Side","0","5656","A3"
"116","1901_03_TeamLG_TeamA3",238,202.3626,230.0598,8,14.3445,302.103,3.35,1901,"0",201.348028532315,71.75,"Side","0","5569","A3"
"117","1901_03_TeamLG_TeamA3",238,202.3626,230.0598,9,133.4235,258.1692,3.35,1901,"0",74.4495659971903,95.15,"Side","0","9907","A3"
"118","1901_03_TeamLG_TeamA3",241,-7.7685,260.0619,8,-9.3066,296.5584,3.15,1901,"1",36.5288962858174,0.62,"In","0","2946","A3"
"119","1901_04_TeamLI_TeamA3",20,114.6306,134.6346,7,-131.1528,237.7941,3.099,1901,"0",266.554613833282,38.35,"In","0","5656","A3"
"120","1901_04_TeamLI_TeamA3",20,114.6306,134.6346,8,-0.2973,317.379,3.099,1901,"0",215.879452310242,32.11,"In","0","5569","A3"
"121","1901_04_TeamLI_TeamA3",20,114.6306,134.6346,9,141.5715,262.4187,3.099,1901,"0",130.593216920405,16.44,"In","0","9907","A3"
"122","1901_04_TeamLI_TeamA3",56,46.3677,150.102,7,-132.351,245.4822,2.1,1901,"0",202.577778351255,33.58,"In","0","1721","A3"
"123","1901_04_TeamLI_TeamA3",56,46.3677,150.102,8,-2.469,314.3484,2.1,1901,"0",171.353153399201,16.11,"In","0","2946","A3"
"124","1901_04_TeamLI_TeamA3",56,46.3677,150.102,9,133.0956,255.9999,2.1,1901,"0",136.879851924306,11.85,"In","0","2320","A3"
"125","1901_04_TeamLI_TeamA3",58,133.6371,240.9048,9,137.5443,246.966,3.9,1901,"1",7.21140466760811,3.69,"In","0","2320","A3"
"126","1901_04_TeamLI_TeamA3",82,-7.26087,152.3946,7,-125.8281,247.0422,2.4,1901,"0",151.711424143447,24.41,"In","0","1721","A3"
"127","1901_04_TeamLI_TeamA3",82,-7.26087,152.3946,8,-16.0125,299.8461,2.4,1901,"0",147.710987674942,0.34,"In","0","2946","A3"
"128","1901_04_TeamLI_TeamA3",82,-7.26087,152.3946,9,120.1287,249.9813,2.4,1901,"0",160.472011770511,26.88,"In","0","2320","A3"
"129","1901_04_TeamLI_TeamA3",98,61.812,235.5915,9,115.4661,238.1301,5.3,1901,"1",53.7141223215087,61.42,"Side","0","9907","A3"
"130","1901_04_TeamLI_TeamA3",100,-47.4879,83.0598,7,-127.263,249.2448,1.45,1901,"0",184.340773582542,1.41,"In","0","5656","A3"
"131","1901_04_TeamLI_TeamA3",100,-47.4879,83.0598,8,-12.1545,294.2679,1.45,1901,"0",214.143201295698,11.86,"In","0","5569","A3"
"132","1901_04_TeamLI_TeamA3",100,-47.4879,83.0598,9,119.9856,252.6597,1.45,1901,"0",238.351629493612,19.24,"In","0","9907","A3"
"133","1901_04_TeamLI_TeamA3",109,200.5791,228.9036,7,-123.9243,238.0158,3.65,1901,"0",324.631312107135,60.89,"Side","0","5656","A3"
"134","1901_04_TeamLI_TeamA3",109,200.5791,228.9036,8,-11.6028,310.0665,3.65,1901,"0",227.175207767089,66.92,"Side","0","5569","A3"
"135","1901_04_TeamLI_TeamA3",109,200.5791,228.9036,9,136.2555,259.6452,3.65,1901,"0",71.292155862479,92.15,"Side","0","9907","A3"
"136","1901_04_TeamLI_TeamA3",166,98.1852,294.0435,9,130.467,262.8042,5.9,1901,"1",44.9222492283056,107.66,"Side","0","2946","A3"
"137","1901_04_TeamLI_TeamA3",175,-81.0465,305.247,8,-14.2497,309.8205,6.05,1901,"1",66.953188068157,88.72,"Side","0","2320","A3"
"138","1901_04_TeamLI_TeamA3",179,150.7668,247.2852,9,139.4481,247.3008,3.65,1901,"1",11.3187107503461,119.34,"Side","0","9907","A3"
"139","1901_04_TeamLI_TeamA3",191,71.5806,324.63,8,-2.7714,311.3481,5.45,1901,"1",75.5289929206659,99.62,"Side","0","2320","A3"
"140","1901_04_TeamLI_TeamA3",206,88.6287,366.201,7,-122.0448,245.3712,4.9,1901,"0",242.864497550157,93.39,"Side","0","5569","A3"
"141","1901_04_TeamLI_TeamA3",206,88.6287,366.201,8,0.2415,322.0785,4.9,1901,"0",98.7881173526958,116.57,"Side","0","9460","A3"
"142","1901_04_TeamLI_TeamA3",206,88.6287,366.201,9,129.1017,274.1292,4.9,1901,"0",100.574748740626,131.05,"Side","0","9907","A3"
"143","1901_04_TeamLI_TeamA3",226,-33.1587,207.6216,7,-124.3875,245.8092,2.5,1901,"0",98.8988712938626,40.45,"In","0","1721","A3"
"144","1901_04_TeamLI_TeamA3",226,-33.1587,207.6216,8,-16.902,296.1738,2.5,1901,"0",90.0320632870868,13.67,"In","0","2320","A3"
"145","1901_04_TeamLI_TeamA3",226,-33.1587,207.6216,9,120.8619,248.8401,2.5,1901,"0",159.44061579977,49.11,"Side","0","2946","A3"
"146","1901_04_TeamLI_TeamA3",283,-60.3243,356.952,7,-122.8005,246.8637,4,1901,"0",126.5808412175,123.98,"Side","0","5569","A3"
"147","1901_04_TeamLI_TeamA3",283,-60.3243,356.952,8,7.1103,301.0878,4,1901,"0",87.5684539020759,128.29,"Side","0","9460","A3"
"148","1901_04_TeamLI_TeamA3",283,-60.3243,356.952,9,122.8533,251.679,4,1901,"0",211.273371892342,93.87,"Side","0","9907","A3"
"149","1901_04_TeamLI_TeamA3",286,149.7825,181.1748,7,-119.4939,243.6111,3.45,1901,"0",276.420099042472,50.82,"Side","0","1721","A3"
"150","1901_04_TeamLI_TeamA3",286,149.7825,181.1748,8,-16.0719,303.0549,3.45,1901,"0",205.821380753725,50.65,"Side","0","2320","A3"
"151","1901_04_TeamLI_TeamA3",286,149.7825,181.1748,9,120.9909,248.1855,3.45,1901,"0",72.934149374967,49.24,"Side","0","2946","A3"
"152","1901_05_TeamLI_TeamA3",3,19.17192,265.4307,7,-125.7207,247.5312,3.75,1901,"0",145.994052723782,70.12,"Side","0","1721","A3"
"153","1901_05_TeamLI_TeamA3",3,19.17192,265.4307,8,13.047,326.0379,3.75,1901,"0",60.9159038088281,8.06,"In","0","2320","A3"
"154","1901_05_TeamLI_TeamA3",3,19.17192,265.4307,9,132.8598,252.1728,3.75,1901,"0",114.458315431009,68.87,"Side","0","2946","A3"
"155","1901_05_TeamLI_TeamA3",13,-71.8866,235.671,7,-123.8256,245.9502,3.25,1901,"0",52.9464037838265,52.08,"Side","0","1721","A3"
"156","1901_05_TeamLI_TeamA3",13,-71.8866,235.671,8,-21.0258,323.1996,3.25,1901,"0",101.232785176542,33.88,"In","0","2320","A3"
"157","1901_05_TeamLI_TeamA3",13,-71.8866,235.671,9,130.6428,265.8549,3.25,1901,"0",204.766270864051,55.35,"Side","0","2946","A3"
"158","1901_05_TeamLI_TeamA3",39,-65.8719,127.7217,7,-129.7491,240.5583,2.55,1901,"0",129.662619823139,1.17,"In","0","1721","A3"
"159","1901_05_TeamLI_TeamA3",39,-65.8719,127.7217,8,-11.2602,288.8112,2.55,1901,"0",170.094869961266,20.96,"In","0","2320","A3"
"160","1901_05_TeamLI_TeamA3",39,-65.8719,127.7217,9,119.9616,250.8624,2.55,1901,"0",222.929858293455,30.91,"In","0","2946","A3"
"161","1901_05_TeamLI_TeamA3",69,-99.1257,160.6047,7,-129.3576,249.5316,2.15,1901,"0",93.925296492585,8.63,"In","0","1721","A3"
"162","1901_05_TeamLI_TeamA3",69,-99.1257,160.6047,8,13.6908,319.2819,2.15,1901,"0",194.69467499675,32.96,"In","0","2320","A3"
"163","1901_05_TeamLI_TeamA3",69,-99.1257,160.6047,9,130.0311,248.0958,2.15,1901,"0",245.290708273775,41.44,"In","0","2946","A3"
"164","1901_05_TeamLI_TeamA3",73,-106.7796,256.1958,7,-113.502,253.8198,5.8,1901,"1",7.12993953410547,85.37,"Side","0","5569","A3"
"165","1901_05_TeamLI_TeamA3",92,142.3203,210.6102,9,125.4987,255.2385,5.6,1901,"1",47.6933054783373,46.84,"Side","0","2946","A3"
"166","1901_05_TeamLI_TeamA3",113,-48.0984,85.5219,7,-126.1893,237.1404,1.05,1901,"0",170.547231596001,0.77,"In","0","1721","A3"
"167","1901_05_TeamLI_TeamA3",113,-48.0984,85.5219,8,-14.622,296.613,1.05,1901,"0",213.729085190037,11.83,"In","0","2320","A3"
"168","1901_05_TeamLI_TeamA3",113,-48.0984,85.5219,9,121.4658,254.4504,1.05,1901,"0",239.350905646689,19.59,"In","0","2946","A3"
"169","1901_05_TeamLI_TeamA3",185,-158.925,231.5397,7,-124.5912,236.8272,3.499,1901,"1",34.738558961045,108.99,"Side","0","5569","A3"
"170","1901_05_TeamLI_TeamA3",212,-20.5827,187.4649,7,-129.5952,247.5948,2,1901,"0",124.496305287587,33.49,"In","0","1721","A3"
"171","1901_05_TeamLI_TeamA3",212,-20.5827,187.4649,8,14.2428,323.4576,2,1901,"0",140.381016891672,11.84,"In","0","2320","A3"
"172","1901_05_TeamLI_TeamA3",212,-20.5827,187.4649,9,120.4971,255.894,2,1901,"0",156.799399535999,38.91,"In","0","2946","A3"
"173","1901_05_TeamLI_TeamA3",218,94.3134,226.7739,9,119.4594,261.8901,4.25,1901,"1",43.1910733652221,11.09,"In","0","2946","A3"
"174","1901_05_TeamLI_TeamA3",223,-69.3669,128.1561,7,-129.7374,211.7034,1.85,1901,"0",103.07642120068,4.35,"In","0","1721","A3"
"175","1901_05_TeamLI_TeamA3",223,-69.3669,128.1561,8,-17.3889,314.5074,1.85,1901,"0",193.464517407431,18.75,"In","0","2320","A3"
"176","1901_05_TeamLI_TeamA3",223,-69.3669,128.1561,9,110.6376,257.5989,1.85,1901,"0",221.713911363473,31.04,"In","0","2946","A3"
"177","1901_05_TeamLI_TeamA3",225,-89.6085,343.959,7,-128.1963,228.4365,4.5,1901,"0",121.796823912161,132.23,"Side","0","1721","A3"
